Original_Review,Aspects,Sentiments,Empty,label
최애는...깜빠뉴 우유식빵 부드럽고 맛나네요,베이커리_빵,긍정,,010000000000
"고급 초코우유 맛을 보고 싶다면, 파머스카페 강추해요. 고급 초코의 맛을 즐길 수 있는 곳!!",커피_음료,긍정,,100000000000
댕댕이 친구랑 같이가서 야외자리에서 햇살즐기며 잘 있었네요,공간_편의시설/분위기_감성,긍정/긍정,,000000110000
여기 모히또 맛있어요 딸기라떼두요 인테리어두 너무예뻐요 루프탑조 추천,커피_음료/분위기_감성,긍정/긍정,,100000010000
매장이 넓고 좋아요,공간_편의시설,긍정,,000000100000
"카페도 너무 이뻐요! 저는 사실 이쁜거보다 맛난거 먹으러 카페다니는데 여기 디저트 치즈케익,스콘 너무 맛있어요!!",케이크/쿠키_구움과자/분위기_감성,긍정/긍정/긍정,,001100010000
여기는 외국인들을 위한 카페같아요 비주얼에 비해 맛은 평범했어요,없음,중립,,000000000000
숲 옆이라서 바람도 좋고 공기도 좋고 산새소리도 들으면서 커피 마시기 너무 좋은 곳이예요!! 타르트도 맛있네요,커피_음료/케이크/분위기_감성,긍정/긍정/긍정,,101000010000
성수동에서 1박하고 담날 오전에 커피마실려고 골목 다니다 찾은곳 여기가 유명한곳이라네요 브레첼 맛집으로 유명!!!! 맛있고 분위기 좋았어요 평상시 먹던 브레첼이 아니였어요 성수동 가시면 한번 맛보세요,베이커리_빵/분위기_감성,긍정/긍정,,010000010000
남편한테 식빵만 사오라고 했는데 흑임자소금빵과 소금빵도 사왔더라구요 흑임자소금빵 정말 맛있어요,베이커리_빵,긍정,,010000000000
"웨최몇? 5분 카카오맵 평점 3.9 방문시간 금요일 정오 브런치 메뉴가 먹고 싶어서 아무런 정보 없이 찾아가본 곳. 직접 만든 쨈을 브런치 메뉴와 함께 파는 것이 인상적이었다. 브런치 세트와 샌드위치를 하나씩 시켰는데 가격은 각각 18,000원으로 역시 비쌌다.. 다행히 비싼만큼 브런치 플레이트에 나온 모든 음식이 신선하고 맛있었다. 가서 드신다면 쨈은 꼭 바닐라 마롱을 포함해주시길! 밤이 알알이 씹히는게 흔한 맛은 아니었다. 친구들이랑 예쁜 음식 먹고 싶을 때 방문하면 좋을 것 같다. 첫방문이라 평소에 웨이팅이 얼마나 있는지는 모르겠지만 주말을 피해서 방문하면 웨이팅이 길지 않을듯! 원본 리뷰 문장",베이커리_빵/가격_가성비/혼잡도_웨이팅,긍정/부정/긍정,,010000000201
"설연휴에 부모님과 낮에 디저트 먹으러 갔어요! 우박이 휘몰아치는 날씨에 갔는데, 안에서 창 밖을 통해 밖을 바라보니 그게 또 예쁘더라고요. 브루, 브루크, 티라미수 먹었는데 메뉴 마다 간략 리뷰 남기자면요. 브루 깔끔 그 자체! 산미가 없고 먹고 난 뒤에 입에 텁텁함이 없이 깔끔해요. 밥 먹고 배부를 때 먹어주면 딱! 브루크 먹는 방법을 네 가지 순서로 단계별 안내를 해주는데, 크림부터 커피까지 맛나요. 디저트로 이 한잔만 해도 충분해요. 티라미수 크림이 맛있어요. 크림맛집. 부드러운 티라미수와 브루 조합은 엄청 찰떡일 것 같았어요. 너무 달지 않은 게 장점입니다 식사 후 디저트로 부담스럽지 않아요! 테이블간 간격이 넉넉해서 대화할 때 소리 겹침이 없을 것 같아서 좋았어요.",커피_음료/케이크/공간_편의시설/분위기_감성,긍정/긍정/긍정/긍정,,101000110000
성수 놀러왔다가 사람도 많고 맛있어보여서 들어가서 인기메뉴 먹어봤는데 너무 맛있어요!!,혼잡도_웨이팅,부정,,000000000002
매장이 커서 기다림없이 커피을 마실 수 있어 아주 좋았습니다,커피_음료/공간_편의시설/혼잡도_웨이팅,긍정/긍정/긍정,,100000100001
선물하기 좋게 패키지를 너무 예쁘게 잘 해놔서 좋아요. 오레오 쿠키도 맛있고 피칸 쿠키도 맛있어요. 저 최애는 포레스트 쿠키 입니다. 말차 맛이 좋은 분들은 추천 드려요. 카카오랑은 다른 느낌의 쌉싸름한 맛 입니다. 이맛에 꽂혀버리면 출구없음,쿠키_구움과자/선물_포장,긍정/긍정,,000100000010
분위기도 좋고 특히 색감이 너무 좋네요 케이크 종류도 다양해서 좋아요,케이크/분위기_감성,긍정/긍정,,001000010000
카페감성 넘 좋아요!!! 친한언니랑 사진도 재밌게 찍었습니다 딸기연유라떼 넘 맛있어욤,커피_음료/분위기_감성,긍정/긍정,,100000010000
직원분 친절. 뭐라도 막 주문하고 싶은 생각이 드는 곳. 커피 음료 빵 다 맛있어요. 담에 가면 종류별로 골고루 먹어 볼 생각.,커피_음료/베이커리_빵/서비스,긍정/긍정/긍정,,110000001000
빵이 정말 많고 음료가맛있어요. 오미자가 문경오미자네용,커피_음료/베이커리_빵,긍정/긍정,,110000000000
베이글 종류도 다양하고 매장이 2층까지 커서 좋습니다 성수동 카페 찾다가 편히 쉬다가요!!,베이커리_빵/공간_편의시설,긍정/긍정,,010000100000
키오스크 개불편. 다른건 조하,공간_편의시설,부정,,000000200000
"들어가자마자 먹고싶은 빵들이 많아서 너무 고민스러웠는데 고른 디저트도 너무 예쁘고 맛있고, 커피도 맛있고, 사장님이 서비스로 주신 것도 너무 맛있고 감동이었습니다 포장해서 집에서 먹은 디저트도 정말 너무너무 맛있어요 강추입니다!! 번창하세요",커피_음료/베이커리_빵/서비스/선물_포장,긍정/긍정/긍정/긍정,,110000001010
메뉴들이 다 독특한데 너무 맛있었습니다! 바나나푸딩토스트 바나나푸딩 너무 맛있고 바삭한 바나나칩과 부드러운 바나나푸딩의 조합이 너무 최고예요 빠낭시에 다크 카카오 맛으로 먹었는데 겉바속촉 장난 아니었습니다. 크런치가 바삭하게 씹히는데 안쪽은 엄청 촉촉해서 커피랑 먹으면 딱이에요! 피버바스무디 슈거랑 노슈거 중에서 선택할 수 있는게 너무 좋았습니다! 저는 노슈거로 선택했는데 고소함이 너무 잘 느껴지고 바나나의 은은한 단맛이 느껴져서 맛있게 먹었습니다. 포만감도 장난 아니에요. 더 자세한 리뷰가 궁금하시다면 아래 블로그로 구경 와주세요! httpsm.blog.naver.comlge0826223377929156,커피_음료/쿠키_구움과자/기타_디저트,긍정/긍정/긍정,,100101000000
소금붕어빵 빠삭하고 맛있어요 망고빙수랑 같이 먹으면 조합 짱임 그런데 웨이팅이 좀 있음 테이블간 간격이 조금 좁고 테이블이 많지 않음,베이커리_빵/빙수_과일/공간_편의시설/혼잡도_웨이팅,긍정/긍정/부정/부정,,010010200002
한번오고 반해서 또 왔습니당 티라미수 대짱맛,케이크,긍정,,001000000000
초코 딥 퍼지 진짜맛잇네용 굳,기타_디저트,긍정,,000001000000
보리 리조또가 맛있어서 자주와요!,베이커리_빵,긍정,,010000000000
사람들이 많음에도 빠른 음료 제조,서비스/혼잡도_웨이팅,긍정/부정,,000000001002
깨끗하고 음식 맛있지만 조금 비싸요,공간_편의시설/가격_가성비,긍정/부정,,000000100200
간단하게 베이글 및 커피 마시기 좋은 곳 밀크티도 맛나요. 대신에 2층 계단이 비좁아 조심해야하고 웨이팅 할 수 있어요.,커피_음료/베이커리_빵/공간_편의시설/혼잡도_웨이팅,긍정/긍정/부정/부정,,110000200002
아이도 어른도 좋아하는 메뉴에요! 바삭바삭 하고 부드럽고 달콤하니 손이 가요!,없음,긍정,,000000000000
매장 크고 이뿌고 좋아요!! 디저트들도 짱 예뻐요!,공간_편의시설/분위기_감성,긍정/긍정,,000000110000
이벤트로 커피 접수해요,커피_음료,중립,,300000000000
"보늬밤치즈케이크 넘 맛있어요.. 단호박,얼그레이,블루베리도 얼른 먹으러 가야할듯..",케이크,긍정,,001000000000
미국에 온듯한 분위기에 추억에 잠기는 곳이에요! 브런치 메뉴중 상한제품이 있어서 좀 그랬는데 직원분이 대응을 잘 해주셔서 불쾌할뻔한 경험이 잘 마무리 되었습니다. 다음에 또 방문해볼 예정입니다.,베이커리_빵/분위기_감성/서비스,부정/긍정/긍정,,020000011000
"성수동에 올 때마다 꼭 들르는 카페예요. 디카페인 카페라떼가 고소하고 정말 맛있고, 콜드브루가 아니라 원두 커피라서 더 제 취향 저격 무엇보다 빵이 정말 맛있어요! 인테리어도 갈 때마다 조금씩 바뀌는데, 갈수록 더 예뻐져서 올 때마다 기분이 좋아져요",커피_음료/베이커리_빵/분위기_감성,긍정/긍정/긍정,,110000010000
성동구 지역기관 모임 장소로 너무 좋아요 담당자님 엄청 친절하시구요.. 음료만 인원수대로 주문하면 되니 가격부담도 없어서.. 청년이든 중장년이든 무관하게 여러 용도로 사용가능해서 성동구민들 엄청 부러워지는 타구민이었습니다,커피_음료/서비스/가격_가성비,긍정/긍정/긍정,,100000001100
매장이 엄청 넓어요! 쾌적하네요.,공간_편의시설,긍정,,000000100000
멍멍이들도 좋아하는 서울숲 베이커리 카페 퍼먼트. 지하층까지 넓은 공간이 마련된 큰 규모의 카페에요 전반적으로 빵 맛이 참 좋아 햇살 받으며 기분 내고 싶은 점심시간에 자주 방문하게 되는 곳이랍니다 사진 속엔 없지만 무화과 바게트 왕추천이에요,베이커리_빵/공간_편의시설/분위기_감성,긍정/긍정/긍정,,010000110000
연어 들어있는거 맛있어용 맛,베이커리_빵,긍정,,010000000000
여기 티라미수맛집이라고 해서 왔는데 너무 맛있어요 커피도 맛있어요 인테리어도 멋있고 분위기가 좋아요 잘 먹고 갑니다,커피_음료/케이크/분위기_감성,긍정/긍정/긍정,,101000010000
피버바 오리지날 스무디 느끼하지 않고 고소하고 든든해요. 공간도 쾌적하고 좋아용,커피_음료/공간_편의시설,긍정/긍정,,100000100000
벌써 크리스마스 분위기가 물씬 느껴져서 너무 좋았어요. 아늑하고 인테리어도 너무 예쁩니다,분위기_감성,긍정,,000000010000
친구랑 특이한 카페 가고싶어서 왔어요 조용히 대화하기에 좋구 단체자리도 있어서 단체로 오기에 좋을거같아요 !! 사장님 친절하시고 쿠키 다 맛있어 보여요 !!!,쿠키_구움과자/공간_편의시설/서비스/혼잡도_웨이팅,긍정/긍정/긍정/긍정,,000100101001
오렌만에 메가리카노,커피_음료,중립,,300000000000
매장이 넓고 서울숲 돌고 시원하게 커피한잔 하기좋아요,커피_음료/공간_편의시설,긍정/긍정,,100000100000
아이랑 성수나들이 왔다가 놀러왔어요. 아이스크림도 맛있고 인형도 주니 신나네요,기타_디저트/서비스,긍정/긍정,,000001001000
생각한 것보다 가게도 넓구 무엇보다 인테리어가 너무 이뻐용 분위기도 좋구 이벤트도 너무 좋은 이벤트를 열어주셔서 정말 좋았어요!! 종업원분들두 다 이쁘세요,공간_편의시설/분위기_감성/서비스,긍정/긍정/긍정,,000000111000
"더 디저트 보고 왔어요!!디저트 넘 예쁘고, 맛있습니다!!",없음,긍정,,000000000000
바게트빵이 맛있어요. 내용물이 자극적이지않아 좋고 특히 abc주스 정말 맛있어요 바게트빵 좋아하시는분들 추천할만합니다. 매장은 적은편이라 자리먼저 자리먼저 잡아야하고 주말엔 웨이팅심할듯 해요 평일에가서도 세명자리 없어 카운터석으로,커피_음료/베이커리_빵/공간_편의시설/혼잡도_웨이팅,긍정/긍정/부정/부정,,110000200002
"디저트, 커피가 맛있고 직원분들 친절해요 좌석도 많고 대화하기 편안해요!",커피_음료/공간_편의시설/서비스,긍정/긍정/긍정,,100000101000
아이가 펭귄을 좋아하는데 끌려오듯이 들어왔어요 너무 좋고 음료도 맛있고 성수동오면 다시 찾고 싶은 카페입니다,커피_음료,긍정,,100000000000
마시멜로우 쿠키 너무 맛있고 케이크도 너무너무 맛있어요! 바스크치즈케이크 먹었는데 너무 부드러웠습니다 인테리어도 너무 잘 되어 있어서 좋았어요 사장님도 친절하셔서 최곱니당,케이크/쿠키_구움과자/분위기_감성/서비스,긍정/긍정/긍정/긍정,,001100011000
또 오고 싶어요 맛있게 혼자 메뉴 두개 먹고 갑니당,없음,긍정,,000000000000
"아츄, 플레인츄러스, 스페인레몬맥주, 짐봉샌드위치, 시나몬츄러스까지 아이랑 둘이 와서 맛있게 먹었어요! 츄러스는 언제 먹어도 감동인 맛 다른 곳이랑 차원이 다름",커피_음료/베이커리_빵/기타_디저트,긍정/긍정/긍정,,110001000000
벨지안 초콜릿 우유 꼭 드세요!!! 두번 드세요!!! 치즈케이크도 맛있어요 맛있어서 테이크 아웃도 함,커피_음료/케이크/선물_포장,긍정/긍정/긍정,,101000000010
성수에 이렇게 맛있는 베이글집이 있다니 다들 가보세오 두바이 눈물나는 맛,베이커리_빵,긍정,,010000000000
디저트가 예쁘고 맛있어요! 분위기도좋고 또 오고싶어요!,분위기_감성,긍정,,000000010000
성수동 오면 맨날 오는곳 리뷰는 처음쓰지만 벌써 몇년째 오는곳 브루잉커피 깔끔하고 맛있음 언니두 친절 그자체 인테리어도 특이하고 신기,커피_음료/분위기_감성/서비스,긍정/긍정/긍정,,100000011000
치즈 브라우니 맛있어용,쿠키_구움과자,긍정,,000100000000
카페도 너무 이쁘고 특히 에그타르트가 너무 맛있어요!,케이크/분위기_감성,긍정/긍정,,001000010000
지나가다 들어왔어요 요요요좋아요요 버러쿠우키 너어무 맛있엉,쿠키_구움과자,긍정,,000100000000
네이버에서 보고 너무 맛있어보여서 왔는데 케이크도 다 예쁘고 맛있어용 레몬 머랭 케이크가 특히 맛있습니당,케이크,긍정,,001000000000
